congress,start_date,chamber,state_abbrev,party_code,bioname,bioguide_id,birthday,cmltv_cong,cmltv_chamber,age_days,age_years,generation
99,1/3/1985,House,IL,200,"MADIGAN, Edward Rell",M000041,1/13/1936,7,7,17888,48.97467488,Silent
100,1/3/1987,House,IL,200,"MADIGAN, Edward Rell",M000041,1/13/1936,8,8,18618,50.97330595,Silent
101,1/3/1989,House,IL,200,"MADIGAN, Edward Rell",M000041,1/13/1936,9,9,19349,52.97467488,Silent
102,1/3/1991,House,IL,200,"MADIGAN, Edward Rell",M000041,1/13/1936,10,10,20079,54.97330595,Silent
81,1/3/1949,House,MO,100,"MAGEE, Clare",M000045,1899-03-31,1,1,18175,49.76043806,Lost
82,1/3/1951,House,MO,100,"MAGEE, Clare",M000045,1899-03-31,2,2,18905,51.75906913,Lost
68,3/4/1923,House,PA,200,"MAGEE, James McDevitt",M000046,1877-04-05,1,1,16768,45.908282,Missionary
69,3/4/1925,House,PA,200,"MAGEE, James McDevitt",M000046,1877-04-05,2,2,17499,47.90965092,Missionary
66,3/4/1919,House,NY,200,"MAGEE, Walter Warren",M000049,1861-05-23,3,3,21103,57.77686516,Missionary
67,3/4/1921,House,NY,200,"MAGEE, Walter Warren",M000049,1861-05-23,4,4,21834,59.77823409,Missionary
68,3/4/1923,House,NY,200,"MAGEE, Walter Warren",M000049,1861-05-23,5,5,22564,61.77686516,Missionary
69,3/4/1925,House,NY,200,"MAGEE, Walter Warren",M000049,1861-05-23,6,6,23295,63.77823409,Missionary
70,3/4/1927,House,NY,200,"MAGEE, Walter Warren",M000049,1861-05-23,7,7,24025,65.77686516,Missionary
83,1/3/1953,House,WA,100,"MAGNUSON, Donald Hammer",M000052,3/7/1911,1,1,15278,41.82888433,Greatest
84,1/3/1955,House,WA,100,"MAGNUSON, Donald Hammer",M000052,3/7/1911,2,2,16008,43.8275154,Greatest
85,1/3/1957,House,WA,100,"MAGNUSON, Donald Hammer",M000052,3/7/1911,3,3,16739,45.82888433,Greatest
86,1/3/1959,House,WA,100,"MAGNUSON, Donald Hammer",M000052,3/7/1911,4,4,17469,47.8275154,Greatest
87,1/3/1961,House,WA,100,"MAGNUSON, Donald Hammer",M000052,3/7/1911,5,5,18200,49.82888433,Greatest
75,1/3/1937,House,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,1,1,11589,31.72895277,Greatest
76,1/3/1939,House,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,2,2,12319,33.72758385,Greatest
77,1/3/1941,House,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,3,3,13050,35.72895277,Greatest
78,1/3/1943,House,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,4,4,13780,37.72758385,Greatest
79,1/3/1945,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,5,1,14511,39.72895277,Greatest
80,1/3/1947,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,6,2,15241,41.72758385,Greatest
81,1/3/1949,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,7,3,15972,43.72895277,Greatest
82,1/3/1951,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,8,4,16702,45.72758385,Greatest
83,1/3/1953,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,9,5,17433,47.72895277,Greatest
84,1/3/1955,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,10,6,18163,49.72758385,Greatest
85,1/3/1957,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,11,7,18894,51.72895277,Greatest
86,1/3/1959,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,12,8,19624,53.72758385,Greatest
87,1/3/1961,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,13,9,20355,55.72895277,Greatest
88,1/3/1963,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,14,10,21085,57.72758385,Greatest
89,1/3/1965,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,15,11,21816,59.72895277,Greatest
90,1/3/1967,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,16,12,22546,61.72758385,Greatest
91,1/3/1969,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,17,13,23277,63.72895277,Greatest
92,1/3/1971,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,18,14,24007,65.72758385,Greatest
93,1/3/1973,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,19,15,24738,67.72895277,Greatest
94,1/3/1975,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,20,16,25468,69.72758385,Greatest
95,1/3/1977,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,21,17,26199,71.72895277,Greatest
96,1/3/1979,Senate,WA,100,"MAGNUSON, Warren Grant",M000053,4/12/1905,22,18,26929,73.72758385,Greatest
69,3/4/1925,House,PA,200,"MAGRADY, Frederick William",M000055,1863-11-24,1,1,22380,61.27310062,Missionary
70,3/4/1927,House,PA,200,"MAGRADY, Frederick William",M000055,1863-11-24,2,2,23110,63.27173169,Missionary
71,3/4/1929,House,PA,200,"MAGRADY, Frederick William",M000055,1863-11-24,3,3,23841,65.27310062,Missionary
72,3/4/1931,House,PA,200,"MAGRADY, Frederick William",M000055,1863-11-24,4,4,24571,67.27173169,Missionary
94,1/3/1975,House,NJ,100,"MAGUIRE, Gene Andrew",M000058,3/11/1939,1,1,13082,35.816564,Silent
95,1/3/1977,House,NJ,100,"MAGUIRE, Gene Andrew",M000058,3/11/1939,2,2,13813,37.81793292,Silent
96,1/3/1979,House,NJ,100,"MAGUIRE, Gene Andrew",M000058,3/11/1939,3,3,14543,39.816564,Silent
66,3/4/1919,House,NY,100,"MAHER, James Paul",M000063,1865-11-03,5,5,19478,53.32785763,Missionary
74,1/3/1935,House,SC,100,"MAHON, Gabriel Heyward, Jr.",M000064,1889-11-11,1,1,16488,45.14168378,Lost
75,1/3/1937,House,SC,100,"MAHON, Gabriel Heyward, Jr.",M000064,1889-11-11,2,2,17219,47.1430527,Lost
74,1/3/1935,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,1,1,12521,34.28062971,Lost
75,1/3/1937,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,2,2,13252,36.28199863,Lost
76,1/3/1939,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,3,3,13982,38.28062971,Lost
77,1/3/1941,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,4,4,14713,40.28199863,Lost
78,1/3/1943,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,5,5,15443,42.28062971,Lost
79,1/3/1945,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,6,6,16174,44.28199863,Lost
80,1/3/1947,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,7,7,16904,46.28062971,Lost
81,1/3/1949,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,8,8,17635,48.28199863,Lost
82,1/3/1951,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,9,9,18365,50.28062971,Lost
83,1/3/1953,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,10,10,19096,52.28199863,Lost
84,1/3/1955,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,11,11,19826,54.28062971,Lost
85,1/3/1957,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,12,12,20557,56.28199863,Lost
86,1/3/1959,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,13,13,21287,58.28062971,Lost
87,1/3/1961,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,14,14,22018,60.28199863,Lost
88,1/3/1963,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,15,15,22748,62.28062971,Lost
89,1/3/1965,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,16,16,23479,64.28199863,Lost
90,1/3/1967,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,17,17,24209,66.28062971,Lost
91,1/3/1969,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,18,18,24940,68.28199863,Lost
92,1/3/1971,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,19,19,25670,70.28062971,Lost
93,1/3/1973,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,20,20,26401,72.28199863,Lost
94,1/3/1975,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,21,21,27131,74.28062971,Lost
95,1/3/1977,House,TX,100,"MAHON, George Herman",M000065,9/22/1900,22,22,27862,76.28199863,Lost
83,1/3/1953,House,CA,200,"MAILLIARD, William Somers",M000070,6/10/1917,1,1,12991,35.56741958,Greatest
84,1/3/1955,House,CA,200,"MAILLIARD, William Somers",M000070,6/10/1917,2,2,13721,37.56605065,Greatest
85,1/3/1957,House,CA,200,"MAILLIARD, William Somers",M000070,6/10/1917,3,3,14452,39.56741958,Greatest
86,1/3/1959,House,CA,200,"MAILLIARD, William Somers",M000070,6/10/1917,4,4,15182,41.56605065,Greatest
87,1/3/1961,House,CA,200,"MAILLIARD, William Somers",M000070,6/10/1917,5,5,15913,43.56741958,Greatest
88,1/3/1963,House,CA,200,"MAILLIARD, William Somers",M000070,6/10/1917,6,6,16643,45.56605065,Greatest
89,1/3/1965,House,CA,200,"MAILLIARD, William Somers",M000070,6/10/1917,7,7,17374,47.56741958,Greatest
90,1/3/1967,House,CA,200,"MAILLIARD, William Somers",M000070,6/10/1917,8,8,18104,49.56605065,Greatest
91,1/3/1969,House,CA,200,"MAILLIARD, William Somers",M000070,6/10/1917,9,9,18835,51.56741958,Greatest
92,1/3/1971,House,CA,200,"MAILLIARD, William Somers",M000070,6/10/1917,10,10,19565,53.56605065,Greatest
93,1/3/1973,House,CA,200,"MAILLIARD, William Somers",M000070,6/10/1917,11,11,20296,55.56741958,Greatest
74,1/3/1935,House,MI,200,"MAIN, Verner Wright",M000071,1885-12-16,1,1,17914,49.045859,Lost
68,3/4/1923,House,IL,100,"MAJOR, James Earl",M000073,1887-01-05,1,1,13206,36.15605749,Lost
70,3/4/1927,House,IL,100,"MAJOR, James Earl",M000073,1887-01-05,2,2,14667,40.15605749,Lost
72,3/4/1931,House,IL,100,"MAJOR, James Earl",M000073,1887-01-05,3,3,16128,44.15605749,Lost
73,3/4/1933,House,IL,100,"MAJOR, James Earl",M000073,1887-01-05,4,4,16859,46.15742642,Lost
66,3/4/1919,House,MO,100,"MAJOR, Samuel Collier",M000074,1869-07-02,1,1,18141,49.66735113,Missionary
68,3/4/1923,House,MO,100,"MAJOR, Samuel Collier",M000074,1869-07-02,2,2,19602,53.66735113,Missionary
69,3/4/1925,House,MO,100,"MAJOR, Samuel Collier",M000074,1869-07-02,3,3,20333,55.66872005,Missionary
70,3/4/1927,House,MO,100,"MAJOR, Samuel Collier",M000074,1869-07-02,4,4,21063,57.66735113,Missionary
72,3/4/1931,House,MO,100,"MAJOR, Samuel Collier",M000074,1869-07-02,5,5,22524,61.66735113,Missionary
92,1/3/1971,House,VT,200,"MALLARY, Richard Walker",M000078,2/21/1929,1,1,15291,41.86447639,Silent
93,1/3/1973,House,VT,200,"MALLARY, Richard Walker",M000078,2/21/1929,2,2,16022,43.86584531,Silent
80,1/3/1947,Senate,NV,200,"MALONE, George Wilson",M000086,1890-08-07,1,1,20602,56.40520192,Lost
81,1/3/1949,Senate,NV,200,"MALONE, George Wilson",M000086,1890-08-07,2,2,21333,58.40657084,Lost
82,1/3/1951,Senate,NV,200,"MALONE, George Wilson",M000086,1890-08-07,3,3,22063,60.40520192,Lost
83,1/3/1953,Senate,NV,200,"MALONE, George Wilson",M000086,1890-08-07,4,4,22794,62.40657084,Lost
84,1/3/1955,Senate,NV,200,"MALONE, George Wilson",M000086,1890-08-07,5,5,23524,64.40520192,Lost
85,1/3/1957,Senate,NV,200,"MALONE, George Wilson",M000086,1890-08-07,6,6,24255,66.40657084,Lost
103,1/3/1993,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,1,1,17120,46.87200548,Boomers
104,1/3/1995,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,2,2,17850,48.87063655,Boomers
105,1/3/1997,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,3,3,18581,50.87200548,Boomers
106,1/3/1999,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,4,4,19311,52.87063655,Boomers
107,1/3/2001,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,5,5,20042,54.87200548,Boomers
108,1/3/2003,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,6,6,20772,56.87063655,Boomers
109,1/3/2005,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,7,7,21503,58.87200548,Boomers
110,1/3/2007,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,8,8,22233,60.87063655,Boomers
111,1/3/2009,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,9,9,22964,62.87200548,Boomers
112,1/3/2011,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,10,10,23694,64.87063655,Boomers
113,1/3/2013,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,11,11,24425,66.87200548,Boomers
114,1/3/2015,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,12,12,25155,68.87063655,Boomers
115,1/3/2017,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,13,13,25886,70.87200548,Boomers
116,1/3/2019,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,14,14,26616,72.87063655,Boomers
117,1/3/2021,House,NY,100,"MALONEY, Carolyn Bosher",M000087,2/19/1946,15,15,27347,74.87200548,Boomers
73,3/4/1933,House,CT,100,"MALONEY, Francis Thomas",M000088,1894-03-31,1,1,14217,38.92402464,Lost
74,1/3/1935,Senate,CT,100,"MALONEY, Francis Thomas",M000088,1894-03-31,2,1,14887,40.75838467,Lost
75,1/3/1937,Senate,CT,100,"MALONEY, Francis Thomas",M000088,1894-03-31,3,2,15618,42.75975359,Lost
76,1/3/1939,Senate,CT,100,"MALONEY, Francis Thomas",M000088,1894-03-31,4,3,16348,44.75838467,Lost
77,1/3/1941,Senate,CT,100,"MALONEY, Francis Thomas",M000088,1894-03-31,5,4,17079,46.75975359,Lost
78,1/3/1943,Senate,CT,100,"MALONEY, Francis Thomas",M000088,1894-03-31,6,5,17809,48.75838467,Lost
79,1/3/1945,Senate,CT,100,"MALONEY, Francis Thomas",M000088,1894-03-31,7,6,18540,50.75975359,Lost
80,1/3/1947,House,PA,200,"MALONEY, Franklin John",M000089,1899-03-29,1,1,17446,47.76454483,Lost
105,1/3/1997,House,CT,100,"MALONEY, James H.",M000090,9/17/1948,1,1,17640,48.29568789,Boomers
106,1/3/1999,House,CT,100,"MALONEY, James H.",M000090,9/17/1948,2,2,18370,50.29431896,Boomers
107,1/3/2001,House,CT,100,"MALONEY, James H.",M000090,9/17/1948,3,3,19101,52.29568789,Boomers
72,3/4/1931,House,LA,100,"MALONEY, Paul Herbert",M000091,1876-02-14,1,1,20106,55.04722793,Missionary
73,3/4/1933,House,LA,100,"MALONEY, Paul Herbert",M000091,1876-02-14,2,2,20837,57.04859685,Missionary
74,1/3/1935,House,LA,100,"MALONEY, Paul Herbert",M000091,1876-02-14,3,3,21507,58.88295688,Missionary
75,1/3/1937,House,LA,100,"MALONEY, Paul Herbert",M000091,1876-02-14,4,4,22238,60.8843258,Missionary
76,1/3/1939,House,LA,100,"MALONEY, Paul Herbert",M000091,1876-02-14,5,5,22968,62.88295688,Missionary
78,1/3/1943,House,LA,100,"MALONEY, Paul Herbert",M000091,1876-02-14,6,6,24429,66.88295688,Missionary
79,1/3/1945,House,LA,100,"MALONEY, Paul Herbert",M000091,1876-02-14,7,7,25160,68.8843258,Missionary
67,3/4/1921,House,MA,200,"MALONEY, Robert Sarsfield",M000092,1881-02-03,1,1,14638,40.07665982,Missionary
77,1/3/1941,House,AL,100,"MANASCO, Carter",M000094,1/3/1902,1,1,14245,39.00068446,Greatest
78,1/3/1943,House,AL,100,"MANASCO, Carter",M000094,1/3/1902,2,2,14975,40.99931554,Greatest
79,1/3/1945,House,AL,100,"MANASCO, Carter",M000094,1/3/1902,3,3,15706,43.00068446,Greatest
80,1/3/1947,House,AL,100,"MANASCO, Carter",M000094,1/3/1902,4,4,16436,44.99931554,Greatest
79,1/3/1945,House,GA,100,"MANKIN, Helen Douglas",M000097,1896-09-11,1,1,17645,48.30937714,Lost
68,3/4/1923,House,MO,200,"MANLOVE, Joe Jonathan",M000098,1876-10-01,1,1,16954,46.41752225,Missionary
69,3/4/1925,House,MO,200,"MANLOVE, Joe Jonathan",M000098,1876-10-01,2,2,17685,48.41889117,Missionary
70,3/4/1927,House,MO,200,"MANLOVE, Joe Jonathan",M000098,1876-10-01,3,3,18415,50.41752225,Missionary
71,3/4/1929,House,MO,200,"MANLOVE, Joe Jonathan",M000098,1876-10-01,4,4,19146,52.41889117,Missionary
72,3/4/1931,House,MO,200,"MANLOVE, Joe Jonathan",M000098,1876-10-01,5,5,19876,54.41752225,Missionary
103,1/3/1993,House,OH,100,"MANN, David Scott",M000100,9/25/1939,1,1,19459,53.27583847,Silent
66,3/4/1919,House,SC,100,"MANN, Edward Coke",M000101,1880-11-21,1,1,13981,38.27789185,Missionary
66,3/4/1919,House,IL,200,"MANN, James Robert",M000104,1856-10-20,12,12,22779,62.36550308,Progressive
67,3/4/1921,House,IL,200,"MANN, James Robert",M000104,1856-10-20,13,13,23510,64.36687201,Progressive
91,1/3/1969,House,SC,100,"MANN, James Robert",M000105,4/27/1920,1,1,17783,48.68720055,Greatest
92,1/3/1971,House,SC,100,"MANN, James Robert",M000105,4/27/1920,2,2,18513,50.68583162,Greatest
93,1/3/1973,House,SC,100,"MANN, James Robert",M000105,4/27/1920,3,3,19244,52.68720055,Greatest
94,1/3/1975,House,SC,100,"MANN, James Robert",M000105,4/27/1920,4,4,19974,54.68583162,Greatest
95,1/3/1977,House,SC,100,"MANN, James Robert",M000105,4/27/1920,5,5,20705,56.68720055,Greatest
66,3/4/1919,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,2,2,21206,58.05886379,Missionary
67,3/4/1921,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,3,3,21937,60.06023272,Missionary
68,3/4/1923,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,4,4,22667,62.05886379,Missionary
69,3/4/1925,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,5,5,23398,64.06023272,Missionary
70,3/4/1927,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,6,6,24128,66.05886379,Missionary
71,3/4/1929,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,7,7,24859,68.06023272,Missionary
72,3/4/1931,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,8,8,25589,70.05886379,Missionary
73,3/4/1933,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,9,9,26320,72.06023272,Missionary
74,1/3/1935,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,10,10,26990,73.89459274,Missionary
75,1/3/1937,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,11,11,27721,75.89596167,Missionary
76,1/3/1939,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,12,12,28451,77.89459274,Missionary
77,1/3/1941,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,13,13,29182,79.89596167,Missionary
78,1/3/1943,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,14,14,29912,81.89459274,Missionary
79,1/3/1945,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,15,15,30643,83.89596167,Missionary
80,1/3/1947,House,TX,100,"MANSFIELD, Joseph Jefferson",M000112,1861-02-09,16,16,31373,85.89459274,Missionary
78,1/3/1943,House,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,1,1,14538,39.80287474,Greatest
79,1/3/1945,House,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,2,2,15269,41.80424367,Greatest
80,1/3/1947,House,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,3,3,15999,43.80287474,Greatest
81,1/3/1949,House,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,4,4,16730,45.80424367,Greatest
82,1/3/1951,House,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,5,5,17460,47.80287474,Greatest
83,1/3/1953,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,6,1,18191,49.80424367,Greatest
84,1/3/1955,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,7,2,18921,51.80287474,Greatest
85,1/3/1957,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,8,3,19652,53.80424367,Greatest
86,1/3/1959,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,9,4,20382,55.80287474,Greatest
87,1/3/1961,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,10,5,21113,57.80424367,Greatest
88,1/3/1963,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,11,6,21843,59.80287474,Greatest
89,1/3/1965,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,12,7,22574,61.80424367,Greatest
90,1/3/1967,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,13,8,23304,63.80287474,Greatest
91,1/3/1969,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,14,9,24035,65.80424367,Greatest
92,1/3/1971,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,15,10,24765,67.80287474,Greatest
93,1/3/1973,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,16,11,25496,69.80424367,Greatest
94,1/3/1975,Senate,MT,100,"MANSFIELD, Michael Joseph (Mike)",M000113,3/16/1903,17,12,26226,71.80287474,Greatest
99,1/3/1985,House,NY,100,"MANTON, Thomas J.",M000117,11/3/1932,1,1,19054,52.1670089,Silent
100,1/3/1987,House,NY,100,"MANTON, Thomas J.",M000117,11/3/1932,2,2,19784,54.16563997,Silent
101,1/3/1989,House,NY,100,"MANTON, Thomas J.",M000117,11/3/1932,3,3,20515,56.1670089,Silent
102,1/3/1991,House,NY,100,"MANTON, Thomas J.",M000117,11/3/1932,4,4,21245,58.16563997,Silent
103,1/3/1993,House,NY,100,"MANTON, Thomas J.",M000117,11/3/1932,5,5,21976,60.1670089,Silent
104,1/3/1995,House,NY,100,"MANTON, Thomas J.",M000117,11/3/1932,6,6,22706,62.16563997,Silent
105,1/3/1997,House,NY,100,"MANTON, Thomas J.",M000117,11/3/1932,7,7,23437,64.1670089,Silent
66,3/4/1919,House,MI,200,"MAPES, Carl Edgar",M000119,1874-12-26,4,4,16138,44.183436,Missionary
67,3/4/1921,House,MI,200,"MAPES, Carl Edgar",M000119,1874-12-26,5,5,16869,46.18480493,Missionary
68,3/4/1923,House,MI,200,"MAPES, Carl Edgar",M000119,1874-12-26,6,6,17599,48.183436,Missionary
69,3/4/1925,House,MI,200,"MAPES, Carl Edgar",M000119,1874-12-26,7,7,18330,50.18480493,Missionary
70,3/4/1927,House,MI,200,"MAPES, Carl Edgar",M000119,1874-12-26,8,8,19060,52.183436,Missionary
71,3/4/1929,House,MI,200,"MAPES, Carl Edgar",M000119,1874-12-26,9,9,19791,54.18480493,Missionary
72,3/4/1931,House,MI,200,"MAPES, Carl Edgar",M000119,1874-12-26,10,10,20521,56.183436,Missionary
73,3/4/1933,House,MI,200,"MAPES, Carl Edgar",M000119,1874-12-26,11,11,21252,58.18480493,Missionary
74,1/3/1935,House,MI,200,"MAPES, Carl Edgar",M000119,1874-12-26,12,12,21922,60.01916496,Missionary
75,1/3/1937,House,MI,200,"MAPES, Carl Edgar",M000119,1874-12-26,13,13,22653,62.02053388,Missionary
76,1/3/1939,House,MI,200,"MAPES, Carl Edgar",M000119,1874-12-26,14,14,23383,64.01916496,Missionary
93,1/3/1973,House,NJ,200,"MARAZITI, Joseph James",M000121,6/15/1912,1,1,22117,60.55304586,Greatest
74,1/3/1935,House,NY,200,"MARCANTONIO, Vito Anthony",M000122,12/10/1902,1,1,11712,32.06570842,Greatest
76,1/3/1939,House,NY,522,"MARCANTONIO, Vito Anthony",M000122,12/10/1902,2,2,13173,36.06570842,Greatest
77,1/3/1941,House,NY,522,"MARCANTONIO, Vito Anthony",M000122,12/10/1902,3,3,13904,38.06707734,Greatest
78,1/3/1943,House,NY,522,"MARCANTONIO, Vito Anthony",M000122,12/10/1902,4,4,14634,40.06570842,Greatest
79,1/3/1945,House,NY,522,"MARCANTONIO, Vito Anthony",M000122,12/10/1902,5,5,15365,42.06707734,Greatest
80,1/3/1947,House,NY,522,"MARCANTONIO, Vito Anthony",M000122,12/10/1902,6,6,16095,44.06570842,Greatest
81,1/3/1949,House,NY,522,"MARCANTONIO, Vito Anthony",M000122,12/10/1902,7,7,16826,46.06707734,Greatest
103,1/3/1993,House,PA,100,"MARGOLIES-MEZVINSKY, Marjorie",M000129,6/21/1942,1,1,18459,50.53798768,Silent
94,1/3/1975,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,1,1,10403,28.48186174,Boomers
95,1/3/1977,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,2,2,11134,30.48323066,Boomers
96,1/3/1979,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,3,3,11864,32.48186174,Boomers
97,1/3/1981,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,4,4,12595,34.48323066,Boomers
98,1/3/1983,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,5,5,13325,36.48186174,Boomers
99,1/3/1985,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,6,6,14056,38.48323066,Boomers
100,1/3/1987,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,7,7,14786,40.48186174,Boomers
101,1/3/1989,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,8,8,15517,42.48323066,Boomers
102,1/3/1991,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,9,9,16247,44.48186174,Boomers
103,1/3/1993,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,10,10,16978,46.48323066,Boomers
104,1/3/1995,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,11,11,17708,48.48186174,Boomers
105,1/3/1997,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,12,12,18439,50.48323066,Boomers
106,1/3/1999,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,13,13,19169,52.48186174,Boomers
107,1/3/2001,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,14,14,19900,54.48323066,Boomers
108,1/3/2003,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,15,15,20630,56.48186174,Boomers
109,1/3/2005,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,16,16,21361,58.48323066,Boomers
110,1/3/2007,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,17,17,22091,60.48186174,Boomers
111,1/3/2009,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,18,18,22822,62.48323066,Boomers
112,1/3/2011,House,MA,100,"MARKEY, Edward John",M000133,7/11/1946,19,19,23552,64.48186174,Boomers
